Date,Platform,Campaign type,ROI_moving_avg,Click Through Rate_moving_avg,Conversion Rate_moving_avg
2024-06-01,Google,Display Network,2.8271199849474233,0.0,0.0065627082615796846
2024-06-02,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-06-03,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-06-04,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-06-05,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-06-06,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-06-07,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-06-08,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-06-09,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-06-10,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-06-11,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-06-12,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-06-13,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-06-14,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-06-15,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-06-16,Google,Display Network,0.0,0.007043466982181384,0.0065627082615796846
2024-06-17,Google,Display Network,0.0,0.007043466982181384,0.0065627082615796846
2024-06-18,Google,Display Network,0.0,0.007043466982181384,0.0065627082615796846
2024-06-19,Google,Display Network,0.0,0.007043466982181384,0.0065627082615796846
2024-06-20,Google,Display Network,0.0,0.003868863807578213,0.0065627082615796846
2024-06-21,Google,Display Network,0.0,0.003153405210346213,0.0065627082615796846
2024-06-22,Google,Display Network,0.0,0.0023457658925638983,0.0065627082615796846
2024-06-23,Google,Display Network,0.0,0.000985221674876827,0.0065627082615796846
2024-06-24,Google,Display Network,0.0,0.000985221674876827,0.0065627082615796846
2024-06-25,Google,Display Network,0.0,0.000985221674876827,0.0065627082615796846
2024-06-26,Google,Display Network,0.0,0.000985221674876827,0.0065627082615796846
2024-06-27,Google,Display Network,0.0,0.000985221674876827,0.0065627082615796846
2024-06-28,Google,Display Network,0.0,0.0,0.0065627082615796846
2024-06-29,Google,Display Network,0.0,0.0,0.0065627082615796846
2024-06-30,Google,Display Network,0.0,0.0,0.0065627082615796846
2024-01-01,Google,Search Network,7.041837460894974,0.10506543309294529,0.06016917036138941
2024-01-02,Google,Search Network,7.041837460894974,0.10506543309294529,0.06016917036138941
2024-01-03,Google,Search Network,7.041837460894974,0.10506543309294529,0.06016917036138941
2024-01-04,Google,Search Network,7.041837460894974,0.10506543309294529,0.06016917036138941
2024-01-05,Google,Search Network,7.041837460894974,0.10506543309294529,0.06016917036138941
2024-01-06,Google,Search Network,7.041837460894974,0.10506543309294529,0.06016917036138941
2024-01-07,Google,Search Network,7.041837460894974,0.10506543309294528,0.06016917036138941
2024-01-08,Google,Search Network,7.843286160508628,0.10698385506604578,0.06568572353089051
2024-01-09,Google,Search Network,8.122631176543551,0.10846793053904417,0.06752780922448352
2024-01-10,Google,Search Network,8.706110878969296,0.1115576349722635,0.07163279061860986
2024-01-11,Google,Search Network,9.446479774808749,0.11239691402173017,0.07773714516881117
2024-01-12,Google,Search Network,9.611334822358845,0.11442460688249742,0.07783353030123057
2024-01-13,Google,Search Network,9.79907758960928,0.11508375670926943,0.0780198053938727
2024-01-14,Google,Search Network,9.950234878314381,0.11702974840565941,0.07914546347136424
2024-01-15,Google,Search Network,9.704069017665303,0.1180713746311957,0.077509711800248
2024-01-16,Google,Search Network,9.59654646643907,0.11851853354979844,0.07789976896379783
2024-01-17,Google,Search Network,9.472830054243815,0.11805454983127735,0.07598923484252218
2024-01-18,Google,Search Network,8.820389026746554,0.11756538680621587,0.07408272891639762
2024-01-19,Google,Search Network,8.394286960694803,0.11626716218381393,0.07356246743299187
2024-01-20,Google,Search Network,8.52455751872059,0.11651308948589648,0.07435664588490584
2024-01-21,Google,Search Network,8.80662080149302,0.1165926811220807,0.07489815514375277
2024-01-22,Google,Search Network,8.698307911688824,0.11505281849875047,0.07490381689438096
2024-01-23,Google,Search Network,9.689749756619522,0.1123848733599971,0.07823143112591428
2024-01-24,Google,Search Network,9.692214210256983,0.10548936974031776,0.07910163213149715
2024-01-25,Google,Search Network,9.742361828284825,0.10029287756678798,0.07728877464036886
2024-01-26,Google,Search Network,9.846499271077054,0.0951398357852969,0.07855434425780905
2024-01-27,Google,Search Network,9.490476627744988,0.0898012769074377,0.076952598425294
2024-01-28,Google,Search Network,9.030481011907414,0.08453385130426501,0.07494253274737762
2024-01-29,Google,Search Network,9.245550192114608,0.08013334319990027,0.07385711023338369
2024-01-30,Google,Search Network,7.973746109883253,0.07626974763822056,0.069685265429151
2024-01-31,Google,Search Network,7.8316667486402665,0.07647329002248723,0.06803664474187814
2024-02-01,Google,Search Network,7.764721284844968,0.07588491076512681,0.0684168668599781
2024-02-02,Google,Search Network,7.969547416468551,0.07509797625548441,0.06811031102014238
2024-02-03,Google,Search Network,7.993177838344962,0.07243317691979512,0.06674477060965815
2024-02-04,Google,Search Network,7.7999842732691835,0.07272639301703356,0.06609076052089266
2024-02-05,Google,Search Network,7.580642227346508,0.07098143724186085,0.064904378355795
2024-02-06,Google,Search Network,7.626495953066177,0.07259420944689553,0.06472930870025974
2024-02-07,Google,Search Network,7.550298859026788,0.07276177065252631,0.06285720658919156
2024-02-08,Google,Search Network,7.402212398786437,0.07368703911775373,0.06017160388427679
2024-02-09,Google,Search Network,7.199856330810947,0.07461047765096648,0.05944235084989706
2024-02-10,Google,Search Network,6.872920317707456,0.07789625706234095,0.05957726029290821
2024-02-11,Google,Search Network,7.252195391123619,0.07773318197822969,0.06271136129652045
2024-02-12,Google,Search Network,6.911985459114573,0.07747523639880662,0.061823928861151074
2024-02-13,Google,Search Network,6.9151938114253015,0.07499507680923403,0.06200495829719786
2024-02-14,Google,Search Network,7.013185530905308,0.07563958497745912,0.06487718188542833
2024-02-15,Google,Search Network,7.144268541427592,0.07452680792595345,0.06701833735781229
2024-02-16,Google,Search Network,7.655850515841819,0.07504333899128132,0.0687519808882113
2024-02-17,Google,Search Network,8.169212013726519,0.07525756767716654,0.07023260552673068
2024-02-18,Google,Search Network,8.356375084423192,0.07713113223176624,0.06793252750060479
2024-02-19,Google,Search Network,9.036306938808265,0.07797767162744136,0.07073520507483277
2024-02-20,Google,Search Network,9.69443556932646,0.07858416168110319,0.0708260225330901
2024-02-21,Google,Search Network,9.933942847759166,0.07704475846597907,0.07010469934515026
2024-02-22,Google,Search Network,10.123235889465139,0.07843648960356533,0.06994738253552017
2024-02-23,Google,Search Network,9.817542058345692,0.07773789279897979,0.06778187601631591
2024-02-24,Google,Search Network,9.803733228630014,0.07705124717258927,0.06716687698026425
2024-02-25,Google,Search Network,9.67679465777884,0.07327202172258121,0.06886012306593127
2024-02-26,Google,Search Network,9.40502970726396,0.07159375387579872,0.06983574076712187
2024-02-27,Google,Search Network,8.879263623485151,0.06945379207774761,0.07054590130113468
2024-02-28,Google,Search Network,8.681508471385346,0.06941153904617052,0.06980939830927525
2024-02-29,Google,Search Network,8.523353650041711,0.06547484903504573,0.06896064955162996
2024-03-01,Google,Search Network,8.81918969194444,0.06358636294707311,0.07070610875563839
2024-03-02,Google,Search Network,8.576223775597853,0.06163287425332686,0.07189758698359079
2024-03-03,Google,Search Network,8.452263601444269,0.062043973715765165,0.07016276590914708
2024-03-04,Google,Search Network,8.225956419474986,0.06475854352113738,0.06613166406992282
2024-03-05,Google,Search Network,8.54807213283305,0.06718384130133782,0.06471727571891125
2024-03-06,Google,Search Network,8.953005774914848,0.06792476637513932,0.06631777798055012
2024-03-07,Google,Search Network,8.807534218600143,0.07114511946842206,0.0666273011057021
2024-03-08,Google,Search Network,8.420430411334022,0.07344729198046647,0.06474347901769487
2024-03-09,Google,Search Network,8.335619288482917,0.0751254685396073,0.06322855582319759
2024-03-10,Google,Search Network,8.306476468821314,0.07569675824747261,0.06331202886503733
2024-03-11,Google,Search Network,8.352195395370547,0.07662470450620805,0.06530895961187627
2024-03-12,Google,Search Network,8.337840287888467,0.07983706785723022,0.0681455486585481
2024-03-13,Google,Search Network,8.186804272564224,0.08395807768748129,0.06911357699411978
2024-03-14,Google,Search Network,8.843259242452726,0.08564932250105328,0.07173212989729301
2024-03-15,Google,Search Network,9.023536386286988,0.08708393286028675,0.0728526540400488
2024-03-16,Google,Search Network,9.203620782865283,0.08802332129027708,0.07338155463104372
2024-03-17,Google,Search Network,9.331870448118902,0.09055049283932748,0.07526623049612842
2024-03-18,Google,Search Network,9.609028513545834,0.09339496686905559,0.07613333587954856
2024-03-19,Google,Search Network,9.43658406603046,0.09168021204109414,0.07597096016214497
2024-03-20,Google,Search Network,8.876652890948762,0.09083022775455404,0.07341352070554034
2024-03-21,Google,Search Network,8.414423232604921,0.09184108809265602,0.07343894480731528
2024-03-22,Google,Search Network,8.73109065657881,0.09144087536611123,0.0748240613248136
2024-03-23,Google,Search Network,8.701484142853348,0.0907889531246658,0.07426874010334969
2024-03-24,Google,Search Network,9.389736065745243,0.09120460228783592,0.07513539045979596
2024-03-25,Google,Search Network,9.427089046076432,0.09072196396003156,0.07725135165909049
2024-03-26,Google,Search Network,9.459324997643039,0.09254919716694955,0.0767388246584066
2024-03-27,Google,Search Network,10.40945427219601,0.09249507364856746,0.08170093740165689
2024-03-28,Google,Search Network,10.56128674132424,0.09179350170163703,0.08014105917037041
2024-03-29,Google,Search Network,10.273511820970517,0.09327010861077702,0.07730125392158761
2024-03-30,Google,Search Network,10.5319020174163,0.09438156096379988,0.07914110012622917
2024-03-31,Google,Search Network,9.411320907583672,0.0924870958643103,0.07645150861175286
2024-04-01,Google,Search Network,9.622552198885769,0.08802003591677865,0.07599325439769143
2024-04-02,Google,Search Network,9.754458778742093,0.08646897090529158,0.07500837629118084
2024-04-03,Google,Search Network,9.609037604794214,0.08650842131945621,0.07315552446704107
2024-04-04,Google,Search Network,9.835493562041467,0.08562103908285834,0.0729110671699522
2024-04-05,Google,Search Network,10.213652179596838,0.08425856055028104,0.07664265545744109
2024-04-06,Google,Search Network,10.439387711004525,0.08410370113850978,0.07791287858627047
2024-04-07,Google,Search Network,11.865037498755482,0.08522083272834638,0.08357934038933901
2024-04-08,Google,Search Network,12.175450737756664,0.08925030439751702,0.08695590317896144
2024-04-09,Google,Search Network,12.609282178523582,0.09055464630270746,0.09215304919956316
2024-04-10,Google,Search Network,12.638113775870822,0.09019145089099634,0.09390762168941799
2024-04-11,Google,Search Network,12.917104351221885,0.09026130551723792,0.09772308982778544
2024-04-12,Google,Search Network,12.864711457388461,0.08874914427120968,0.09831153238664316
2024-04-13,Google,Search Network,12.626929725312698,0.08837709052119506,0.09927303582466204
2024-04-14,Google,Search Network,12.235431269404714,0.08855388143042794,0.09636376344338896
2024-04-15,Google,Search Network,11.968396412564061,0.08840792103842696,0.09435873901153043
2024-04-16,Google,Search Network,11.982876179981094,0.0875491570419902,0.09130273874470365
2024-04-17,Google,Search Network,12.390458134563984,0.08799161179942414,0.09238834042402345
2024-04-18,Google,Search Network,11.783170904422217,0.08771141866168049,0.08852995786164128
2024-04-19,Google,Search Network,11.29886943094434,0.08759373308886372,0.08613267289542481
2024-04-20,Google,Search Network,11.607496599805275,0.08692790883280495,0.0855818446862204
2024-04-21,Google,Search Network,11.17131642448396,0.08551148759437192,0.08486977514755431
2024-04-22,Google,Search Network,11.498609592157376,0.08248397204285636,0.08452949209467564
2024-04-23,Google,Search Network,11.744756456778555,0.08136919440498733,0.08628535067222061
2024-04-24,Google,Search Network,11.277481605785324,0.08015358941337038,0.0822813005985829
2024-04-25,Google,Search Network,11.718811524411285,0.07889477560864885,0.08577388010418173
2024-04-26,Google,Search Network,11.778055350483774,0.07841421038213929,0.08718343236069752
2024-04-27,Google,Search Network,11.774994562934781,0.07835897627842321,0.08684256627531421
2024-04-28,Google,Search Network,11.604267734494838,0.07564940506621608,0.08626543720770855
2024-04-29,Google,Search Network,10.759910834984822,0.07810824400082238,0.08467325574655245
2024-04-30,Google,Search Network,10.231038022346839,0.07720124830606842,0.08467556511138595
2024-05-01,Google,Search Network,10.142690454305876,0.07607001818712004,0.08681300076284316
2024-05-02,Google,Search Network,9.879434431483576,0.0764418533123435,0.08518640488466593
2024-05-03,Google,Search Network,10.244090411842839,0.07662484296785767,0.08602896653027003
2024-05-04,Google,Search Network,9.916665823112686,0.07579191638360228,0.08455792479901118
2024-05-05,Google,Search Network,9.869542702984953,0.07712562863455988,0.08376050441879235
2024-05-06,Google,Search Network,9.782679780698604,0.07472021340773882,0.08327137622267164
2024-05-07,Google,Search Network,9.423265457506202,0.07444678380043761,0.07924501731106681
2024-05-08,Google,Search Network,9.633344502189393,0.07439931444581657,0.07826624287511727
2024-05-09,Google,Search Network,9.453820392806364,0.07461069269247397,0.07708882184098632
2024-05-10,Google,Search Network,8.942494951122537,0.07582437215632579,0.07719241242193238
2024-05-11,Google,Search Network,8.915553671005352,0.07647631548527246,0.07691314864651934
2024-05-12,Google,Search Network,8.69626802039958,0.07734108518463946,0.07914488778818794
2024-05-13,Google,Search Network,9.01005146405633,0.07857982997957272,0.079973624636512
2024-05-14,Google,Search Network,9.055821205919655,0.07971752948917318,0.08074566932606066
2024-05-15,Google,Search Network,8.360571534518474,0.0806757097805022,0.0787082016156666
2024-05-16,Google,Search Network,8.46300995074028,0.08186975416922228,0.07871494708194073
2024-05-17,Google,Search Network,8.504706678255376,0.08138897439234523,0.0762389601698785
2024-05-18,Google,Search Network,8.407821552940542,0.08165282791670637,0.07829513541514121
2024-05-19,Google,Search Network,8.666568991775337,0.08326744245776976,0.07699654309401231
2024-05-20,Google,Search Network,8.6531069082297,0.08504703321851492,0.07566248390666638
2024-05-21,Google,Search Network,8.770884279083777,0.0859570988927754,0.07711330265928347
2024-05-22,Google,Search Network,9.179569729912389,0.08605820389970424,0.07662397748378799
2024-05-23,Google,Search Network,8.792385486070831,0.08510897580859651,0.07281094617657698
2024-05-24,Google,Search Network,8.734360121693799,0.08667760330528232,0.06901171113545117
2024-05-25,Google,Search Network,8.209037085230804,0.08796064273739904,0.06296633976589923
2024-05-26,Google,Search Network,7.214767871604748,0.08332189172185503,0.05663357358791513
2024-05-27,Google,Search Network,6.367487227723116,0.07854290078702202,0.05036104055953631
2024-05-28,Google,Search Network,6.261485472020878,0.07509812639616056,0.051201677739315124
2024-05-29,Google,Search Network,7.019057592240172,0.07641551031142911,0.05716753014385044
2024-05-30,Google,Search Network,7.534581778220891,0.07978437334342836,0.06160805392130846
2024-05-31,Google,Search Network,9.271587211112827,0.08045108600994431,0.06901531375723166
2024-06-01,Google,Search Network,9.688946033810309,0.08022862748039057,0.07234217486116079
2024-06-02,Google,Search Network,10.527436004807322,0.08630930077142294,0.07865839658972411
2024-06-03,Google,Search Network,10.770297378401462,0.09000263788403011,0.08447830406105926
2024-06-04,Google,Search Network,10.658749303521502,0.09339837243957318,0.0839297912601901
2024-06-05,Google,Search Network,9.64417886147105,0.09219042356725031,0.07978866580657971
2024-06-06,Google,Search Network,9.371951579849053,0.08991114448208312,0.07871554661807591
2024-06-07,Google,Search Network,7.881176007174993,0.08888936915386725,0.07630257503663294
2024-06-08,Google,Search Network,8.194883290009987,0.08890372672005356,0.07787465696622463
2024-06-09,Google,Search Network,8.104720846207742,0.08768717366592559,0.07734113822620661
2024-06-10,Google,Search Network,8.243903942672217,0.08876736604717182,0.0769437053905575
2024-06-11,Google,Search Network,8.109719744672825,0.08869964109766655,0.07597802800403843
2024-06-12,Google,Search Network,8.32918876870383,0.08967905497968072,0.0772195337764175
2024-06-13,Google,Search Network,8.194734144566004,0.0890961841934708,0.0784278134846972
2024-06-14,Google,Search Network,7.954333746984166,0.08801999266537855,0.07642155498110301
2024-06-15,Google,Search Network,7.924700986205546,0.08677912104034605,0.0770116146806081
2024-06-16,Google,Search Network,9.28902887638414,0.08630468328418736,0.08187548350919041
2024-06-17,Google,Search Network,9.693091719984183,0.08425494265963154,0.08423305331943517
2024-06-18,Google,Search Network,9.957920851494249,0.08308059032998369,0.08604191771583666
2024-06-19,Google,Search Network,9.727562878922773,0.08069347461901828,0.08510897415429167
2024-06-20,Google,Search Network,9.583925924602283,0.07961345827538267,0.08320110702981806
2024-06-21,Google,Search Network,9.560758075992041,0.07881644057091167,0.0835499962423492
2024-06-22,Google,Search Network,9.745120494455481,0.07758534350475707,0.08292098221089614
2024-06-23,Google,Search Network,8.731328248431634,0.07568083155900036,0.07972598606687252
2024-06-24,Google,Search Network,8.444177251966114,0.07640388573478074,0.07760626881437536
2024-06-25,Google,Search Network,8.307219012106428,0.07638346682271677,0.0754598598763477
2024-06-26,Google,Search Network,8.032582955370907,0.0764306635790203,0.07370808780158113
2024-06-27,Google,Search Network,8.093199864312323,0.07734281571393105,0.07313616154901638
2024-06-28,Google,Search Network,8.24310725461397,0.07738332107736114,0.07403284379115829
2024-06-29,Google,Search Network,7.960637416111656,0.07758545054653361,0.07225390870989765
2024-06-30,Google,Search Network,7.634246070166843,0.07815906959081644,0.07001484147177058
2024-01-01,Google,YouTube,0.0,8.526559266960354e-05,0.0
2024-01-02,Google,YouTube,0.0,8.526559266960354e-05,0.0
2024-01-03,Google,YouTube,0.0,8.526559266960354e-05,0.0
2024-01-04,Google,YouTube,0.0,8.526559266960354e-05,0.0
2024-01-05,Google,YouTube,0.0,8.526559266960354e-05,0.0
2024-01-06,Google,YouTube,0.0,8.526559266960354e-05,0.0
2024-01-07,Google,YouTube,0.0,8.526559266960354e-05,0.0
2024-01-08,Google,YouTube,0.0,7.22223078292321e-05,0.0
2024-01-09,Google,YouTube,0.0,6.789521826444042e-05,0.0
2024-01-10,Google,YouTube,0.0,5.999476903516823e-05,0.0
2024-01-11,Google,YouTube,0.0,6.372686430809636e-05,0.0
2024-01-12,Google,YouTube,0.0,7.070032818982216e-05,0.0
2024-01-13,Google,YouTube,0.0,7.808062915502425e-05,0.0
2024-01-14,Google,YouTube,0.0,7.050461671119287e-05,0.0
2024-01-15,Google,YouTube,0.0,6.43228608112166e-05,0.0
2024-01-16,Google,YouTube,0.0,5.315400256636544e-05,0.0
2024-01-17,Google,YouTube,0.22434885556432516,6.177347704298123e-05,0.0
2024-01-18,Google,YouTube,0.22434885556432516,7.062126402235522e-05,0.0
2024-01-19,Google,YouTube,0.22434885556432516,6.85199705334205e-05,0.0
2024-01-20,Google,YouTube,0.22434885556432516,6.397431074771137e-05,0.0
2024-01-21,Google,YouTube,0.22434885556432516,5.666161627574276e-05,0.0
2024-01-22,Google,YouTube,0.22434885556432516,5.0915871629272464e-05,0.0
2024-01-23,Google,YouTube,0.22434885556432516,5.772572685175044e-05,0.0
2024-01-24,Google,YouTube,0.0,5.202901815302034e-05,0.0
2024-01-25,Google,YouTube,0.0,4.617594019780079e-05,0.0
2024-01-26,Google,YouTube,0.0,4.0250818269875e-05,0.0
2024-01-27,Google,YouTube,0.0,4.759444959764291e-05,0.0
2024-01-28,Google,YouTube,0.0,7.617445216984292e-05,0.0
2024-01-29,Google,YouTube,0.0,9.163004400438949e-05,0.0
2024-01-30,Google,YouTube,0.0,9.979708691652577e-05,0.0
2024-01-31,Google,YouTube,0.0,0.00011623836068314989,0.0
2024-02-01,Google,YouTube,0.0,0.00013711546786031016,0.0
2024-02-02,Google,YouTube,0.0,0.0001565905143598564,0.0
2024-02-03,Google,YouTube,0.0,0.00016221547568824284,0.0
2024-02-04,Google,YouTube,3.1462317210348703,0.00014672002549350602,0.05714285714285715
2024-02-05,Google,YouTube,3.1462317210348703,0.00015146155861180601,0.05714285714285715
2024-02-06,Google,YouTube,3.1462317210348703,0.00014300543566694632,0.05714285714285715
2024-02-07,Google,YouTube,3.1462317210348703,0.000145711755239432,0.05714285714285715
2024-02-08,Google,YouTube,3.1462317210348703,0.00013148398073683175,0.05714285714285715
2024-02-09,Google,YouTube,4.414375342119668,0.00010527166094653173,0.0
2024-02-10,Google,YouTube,4.414375342119668,9.204867089183533e-05,0.0
2024-02-11,Google,YouTube,1.2681436210847976,9.912744142998642e-05,0.0
2024-02-12,Google,YouTube,1.2681436210847976,8.581078776108562e-05,0.0
2024-02-13,Google,YouTube,1.2681436210847976,8.626579961450421e-05,0.0
2024-02-14,Google,YouTube,1.2681436210847976,6.74098211647219e-05,0.0
2024-02-15,Google,YouTube,1.2681436210847976,8.104136787907932e-05,0.0
2024-02-16,Google,YouTube,0.0,9.495421778725451e-05,0.038095238095238085
2024-02-17,Google,YouTube,0.0,8.860952322085093e-05,0.0
2024-02-18,Google,YouTube,0.0,7.535285002758932e-05,0.0
2024-02-19,Google,YouTube,0.0,9.055821152200443e-05,0.0
2024-02-20,Google,YouTube,0.0,0.00010711091355768844,0.0
2024-02-21,Google,YouTube,0.0,0.00013037364581859932,0.0
2024-02-22,Google,YouTube,0.09010989010989011,0.00013350618954061357,0.0
2024-02-23,Google,YouTube,0.09010989010989011,0.00014923482585655267,0.0
2024-02-24,Google,YouTube,0.3239486770213027,0.00014923482585655267,0.0
2024-02-25,Google,YouTube,0.3239486770213027,0.00014946247212187192,0.0
2024-02-26,Google,YouTube,0.3239486770213027,0.00013655775390188622,0.0
2024-02-27,Google,YouTube,0.3239486770213027,0.00014652449175318622,0.0
2024-02-28,Google,YouTube,0.3239486770213027,0.0001249029871872866,0.0
2024-02-29,Google,YouTube,0.23383878691141263,0.0001284833175172866,0.0
2024-03-01,Google,YouTube,0.23383878691141263,9.884183129317232e-05,0.0
2024-03-02,Google,YouTube,0.0,9.884183129317232e-05,0.0
2024-03-03,Google,YouTube,0.0,9.170753530550037e-05,0.0
2024-03-04,Google,YouTube,0.0,0.00014487433688984322,0.0
2024-03-05,Google,YouTube,0.0,0.0001471403322782575,0.0
2024-03-06,Google,YouTube,0.0,0.00015620042434747142,0.0
2024-03-07,Google,YouTube,0.0,0.00014026586547114284,0.0
2024-03-08,Google,YouTube,0.0,0.00014026586547114284,0.0
2024-03-09,Google,YouTube,0.0,0.00014885515977472287,0.0
2024-03-10,Google,YouTube,0.0,0.00014885515977472287,0.0
2024-03-11,Google,YouTube,0.0,0.00015389789301182292,0.0
2024-03-12,Google,YouTube,0.0,0.00017654106270352288,0.0
2024-03-13,Google,YouTube,0.0,0.00019870201735175142,0.0
2024-03-14,Google,YouTube,0.0,0.0002374856368336943,0.0
2024-03-15,Google,YouTube,0.0,0.0002627507095549943,0.0
2024-03-16,Google,YouTube,0.0,0.0003029981248292572,0.0
2024-03-17,Google,YouTube,0.0,0.00031273749917184936,0.0
2024-03-18,Google,YouTube,0.0,0.0002493221614901363,0.0
2024-03-19,Google,YouTube,0.0,0.00021258248632200776,0.0
2024-03-20,Google,YouTube,0.0,0.00018196107899986588,0.0
2024-03-21,Google,YouTube,0.0,0.0001564001741047087,0.0
2024-03-22,Google,YouTube,0.0,0.00015228972049448016,0.0
2024-03-23,Google,YouTube,0.0,0.00014554409602480877,0.0
2024-03-24,Google,YouTube,0.0,0.00018012556023247367,0.0
2024-03-25,Google,YouTube,0.0,0.0002180724708907867,0.0
2024-03-26,Google,YouTube,0.0,0.00021817148696410098,0.0
2024-03-27,Google,YouTube,0.0,0.0002280630327075714,0.0
2024-03-28,Google,YouTube,0.0,0.0002169024808231286,0.0
2024-03-29,Google,YouTube,0.0,0.00020675550101373252,0.0
2024-03-30,Google,YouTube,0.0,0.0001761388852113557,0.0
2024-03-31,Google,YouTube,0.0,0.0001795484652568557,0.0
2024-04-01,Google,YouTube,0.0,0.00015873399710098426,0.0
2024-04-02,Google,YouTube,0.0,0.00017975211099228425,0.0
2024-04-03,Google,YouTube,0.0,0.00016826757316218554,0.0
2024-04-04,Google,YouTube,0.0,0.00014841941159815693,0.0
2024-04-05,Google,YouTube,0.0,0.00015319360425152445,0.0
2024-04-06,Google,YouTube,0.0,0.00018558070782172983,0.0
2024-04-07,Google,YouTube,0.0,0.00016388269088857266,0.0
2024-04-08,Google,YouTube,0.0,0.0001764119572988584,0.0
2024-04-09,Google,YouTube,0.0,0.00014273335033516138,0.0
2024-04-10,Google,YouTube,0.0,0.00014288375772444036,0.0
2024-04-11,Google,YouTube,0.0,0.00015897489794262608,0.0
2024-04-12,Google,YouTube,0.0,0.00016015947250268322,0.0
2024-04-13,Google,YouTube,0.0,0.00018833881886881181,0.0
2024-04-14,Google,YouTube,0.0,0.00019086832514165464,0.0
2024-04-15,Google,YouTube,0.0,0.00016098176793928804,0.0
2024-04-16,Google,YouTube,0.0,0.00018021757647097074,0.0
2024-04-17,Google,YouTube,0.0,0.0001811221706844012,0.0
2024-04-18,Google,YouTube,0.0,0.00018278387535960119,0.0
2024-04-19,Google,YouTube,0.0,0.0002106762086727726,0.0
2024-04-20,Google,YouTube,0.0,0.00018138129267932974,0.0
2024-04-21,Google,YouTube,0.0,0.00024277980216021544,0.0
2024-04-22,Google,YouTube,0.0,0.0002775328703008964,0.0
2024-04-23,Google,YouTube,0.0,0.0002603050564954265,0.0
2024-04-24,Google,YouTube,0.0,0.0002801938557997587,0.0
2024-04-25,Google,YouTube,0.0,0.0002722749162452002,0.0
2024-04-26,Google,YouTube,0.0,0.00026827920354997165,0.0
2024-04-27,Google,YouTube,0.0,0.0002255332003012859,0.0
2024-04-28,Google,YouTube,0.0,0.00015730341003084304,0.0
2024-04-29,Google,YouTube,0.0,0.00019817935358904304,0.0
2024-04-30,Google,YouTube,0.0,0.00018706811901977006,0.0
2024-05-01,Google,YouTube,0.0,0.00015839729826974151,0.0
2024-05-02,Google,YouTube,0.0,0.0002027477824083,0.0
2024-05-03,Google,YouTube,0.0,0.00017945419849959998,0.0
2024-05-04,Google,YouTube,0.0,0.00022550149828592863,0.0
2024-05-05,Google,YouTube,0.0,0.00026282017731068575,0.0
2024-05-06,Google,YouTube,0.0,0.0001768504386587,0.0
2024-05-07,Google,YouTube,0.0,0.0001768504386587,0.0
2024-05-08,Google,YouTube,0.0,0.0002287859001918286,0.0
2024-05-09,Google,YouTube,0.0,0.00020928820316487145,0.0
2024-05-10,Google,YouTube,0.0,0.00021821303717664287,0.0
2024-05-11,Google,YouTube,0.0,0.00018900812631475713,0.0
2024-05-12,Google,YouTube,0.0,0.00017679415646865712,0.0
2024-05-13,Google,YouTube,0.0,0.0002078973880944143,0.0
2024-05-14,Google,YouTube,0.0,0.0002078973880944143,0.0
2024-05-15,Google,YouTube,0.0,0.0001740108391143,0.0
2024-05-16,Google,YouTube,0.0,0.0001627866213683857,0.0
2024-05-17,Google,YouTube,0.0,0.0001473442660614949,0.0
2024-05-18,Google,YouTube,0.0,0.00016540223661075208,0.0
2024-05-19,Google,YouTube,0.0,0.0001403497147347378,0.0
2024-05-20,Google,YouTube,0.0,0.00011913005463638777,0.0
2024-05-21,Google,YouTube,0.0,0.00012806924134918063,0.0
2024-05-22,Google,YouTube,0.0,0.00011977266813856611,0.0
2024-05-23,Google,YouTube,0.0,0.00010613091614103583,0.0
2024-05-24,Google,YouTube,0.0,0.00011522241537045518,0.0
2024-05-25,Google,YouTube,0.0,0.00010059338767256949,0.0
2024-05-26,Google,YouTube,0.0,0.00010503636681654092,0.0
2024-05-27,Google,YouTube,0.0,0.00011502096995024806,0.0
2024-05-28,Google,YouTube,0.0,0.0001111582603653875,0.0
2024-05-29,Google,YouTube,0.1087498360225633,0.0001065077796300783,0.1142857142857143
2024-05-30,Google,YouTube,0.1087498360225633,9.66870569230943e-05,0.0
2024-05-31,Google,YouTube,0.1087498360225633,8.572911352411341e-05,0.0
2024-06-01,Google,YouTube,0.1087498360225633,9.923015594619913e-05,0.0
