Date,Platform,Campaign type,Cost,Revenue,Click Through Rate,Conversion Rate,ROI
2024-03-30,Google,Display Network,4.699999999999999,0.0,0.03598014888337469,0.0,0.0
2024-03-31,Google,Display Network,8.200000000000001,0.2,0.03508771929824561,0.0,0.024390243902439022
2024-04-01,Google,Display Network,26.9,802.9,0.03113879003558719,0.04,29.84758364312268
2024-04-02,Google,Display Network,39.1,370.3,0.0459479015918958,0.01732283464566929,9.470588235294118
2024-04-03,Google,Display Network,36.1,0.0,0.047566976489885185,0.0,0.0
2024-04-04,Google,Display Network,36.8,4.0,0.05319645356976201,0.0,0.10869565217391305
2024-04-05,Google,Display Network,30.3,241.7,0.03953488372093023,0.008088235294117648,7.976897689768976
2024-04-06,Google,Display Network,26.7,51.7,0.041891331397760266,0.0039603960396039604,1.9363295880149813
2024-04-07,Google,Display Network,33.9,1.0,0.09696641386782232,0.0,0.029498525073746312
2024-04-08,Google,Display Network,30.4,133.3,0.0409967845659164,0.0058823529411764705,4.384868421052632
2024-04-09,Google,Display Network,29.2,137.3,0.042010502625656414,0.011607142857142858,4.702054794520548
2024-04-10,Google,Display Network,29.0,157.4,0.04082321187584345,0.006611570247933885,5.427586206896552
2024-04-11,Google,Display Network,28.6,437.6,0.05099150141643059,0.025925925925925925,15.3006993006993
2024-04-12,Google,Display Network,35.0,999.1,0.47378832838773494,0.003340292275574113,28.545714285714286
2024-04-13,Google,Display Network,29.3,117.4,0.5020408163265306,0.002168021680216802,4.006825938566553
2024-04-14,Google,Display Network,20.3,559.5,0.046085858585858584,0.03150684931506849,27.5615763546798
2024-04-15,Google,Display Network,28.0,23.3,0.04336329984135378,0.00975609756097561,0.8321428571428572
2024-04-16,Google,Display Network,0.9,0.0,0.005714285714285714,0.0,0.0
2024-04-17,Google,Display Network,0.3,0.0,0.0,,0.0
2024-04-18,Google,Display Network,0.3,0.0,0.0,,0.0
2024-04-19,Google,Display Network,0.3,0.0,0.0,,0.0
2024-04-20,Google,Display Network,0.2,0.0,0.0,,0.0
2024-04-21,Google,Display Network,0.0,0.0,,,
2024-04-22,Google,Display Network,0.3,0.0,0.0,,0.0
2024-04-23,Google,Display Network,0.1,0.0,0.0,,0.0
2024-04-24,Google,Display Network,0.8,0.0,0.0,,0.0
2024-04-25,Google,Display Network,0.4,0.0,0.0,,0.0
2024-04-26,Google,Display Network,0.2,0.0,0.0,,0.0
2024-04-27,Google,Display Network,0.1,0.0,0.0,,0.0
2024-04-28,Google,Display Network,0.0,0.0,,,
2024-04-29,Google,Display Network,0.9,0.0,0.0,,0.0
2024-04-30,Google,Display Network,0.2,0.0,0.0,,0.0
2024-05-01,Google,Display Network,0.1,0.0,0.0,,0.0
2024-05-02,Google,Display Network,0.2,0.0,0.0,,0.0
2024-05-03,Google,Display Network,0.4,0.0,0.0,,0.0
2024-05-04,Google,Display Network,0.1,0.0,0.0,,0.0
2024-05-05,Google,Display Network,0.1,0.0,0.0,,0.0
2024-05-06,Google,Display Network,0.4,0.0,0.0,,0.0
2024-05-07,Google,Display Network,0.2,0.0,0.03333333333333333,0.0,0.0
2024-05-08,Google,Display Network,0.5,0.0,0.0,,0.0
2024-05-09,Google,Display Network,0.0,0.0,0.0,,
2024-05-10,Google,Display Network,0.5,0.0,0.0,,0.0
2024-05-11,Google,Display Network,0.0,0.0,0.0,,
2024-05-12,Google,Display Network,0.0,0.0,0.0,,
2024-05-13,Google,Display Network,0.8,0.0,0.0,,0.0
2024-05-14,Google,Display Network,0.8,0.0,0.0,,0.0
2024-05-15,Google,Display Network,0.2,0.0,0.0,,0.0
2024-05-16,Google,Display Network,0.3,0.0,0.0,,0.0
2024-05-17,Google,Display Network,0.4,0.0,0.0,,0.0
2024-05-18,Google,Display Network,0.7,0.0,0.0,,0.0
2024-05-19,Google,Display Network,0.1,0.0,0.0,,0.0
2024-05-20,Google,Display Network,0.5,0.0,0.0,,0.0
2024-05-21,Google,Display Network,0.8,0.0,0.0,,0.0
2024-05-22,Google,Display Network,0.4,0.0,0.0,,0.0
2024-05-23,Google,Display Network,0.4,0.0,0.0,,0.0
2024-05-24,Google,Display Network,0.3,0.0,0.0,,0.0
2024-05-25,Google,Display Network,0.0,0.0,0.0,,
2024-05-26,Google,Display Network,0.0,0.0,0.0,,
2024-05-27,Google,Display Network,0.6,0.0,0.0,,0.0
2024-05-28,Google,Display Network,0.4,0.0,0.0,,0.0
2024-05-29,Google,Display Network,0.4,0.0,0.0,,0.0
2024-05-30,Google,Display Network,0.3,0.0,0.0,,0.0
2024-05-31,Google,Display Network,0.3,0.0,0.0,,0.0
2024-06-01,Google,Display Network,0.0,0.0,0.0,,
2024-06-02,Google,Display Network,0.0,0.0,,,
2024-06-03,Google,Display Network,0.3,0.0,0.0,,0.0
2024-06-04,Google,Display Network,0.5,0.0,0.0,,0.0
2024-06-05,Google,Display Network,0.4,0.0,0.0,,0.0
2024-06-06,Google,Display Network,0.4,0.0,0.0,,0.0
2024-06-07,Google,Display Network,0.3,0.0,0.0,,0.0
2024-06-08,Google,Display Network,0.2,0.0,0.0,,0.0
2024-06-09,Google,Display Network,0.0,0.0,,,
2024-06-10,Google,Display Network,0.6,0.0,0.0,,0.0
2024-06-11,Google,Display Network,0.9,0.0,0.0,,0.0
2024-06-12,Google,Display Network,0.2,0.0,0.0,,0.0
2024-06-13,Google,Display Network,0.3,0.0,0.022222222222222223,0.0,0.0
2024-06-14,Google,Display Network,0.4,0.0,0.011904761904761904,0.0,0.0
2024-06-15,Google,Display Network,16.3,0.0,0.005653475224476222,0.0,0.0
2024-06-16,Google,Display Network,0.8,0.0,0.009523809523809525,0.0,0.0
2024-06-17,Google,Display Network,0.6,0.0,0.0,,0.0
2024-06-18,Google,Display Network,1.2,0.0,0.0,,0.0
2024-06-19,Google,Display Network,0.9,0.0,0.0,,0.0
2024-06-20,Google,Display Network,0.5,0.0,0.0,,0.0
2024-06-21,Google,Display Network,2.1,0.0,0.006896551724137931,0.0,0.0
2024-06-22,Google,Display Network,0.7,0.0,0.0,,0.0
2024-06-23,Google,Display Network,0.3,0.0,0.0,,0.0
2024-06-24,Google,Display Network,0.2,0.0,0.0,,0.0
2024-06-25,Google,Display Network,0.1,0.0,0.0,,0.0
2024-06-26,Google,Display Network,0.1,0.0,0.0,,0.0
2024-06-27,Google,Display Network,0.4,0.0,0.0,,0.0
2024-06-28,Google,Display Network,0.2,0.0,0.0,,0.0
2024-06-29,Google,Display Network,0.1,0.0,0.0,,0.0
2024-06-30,Google,Display Network,0.2,0.0,0.0,,0.0
2024-01-01,Google,Search Network,1413.8,9353.5,0.09510277540968078,0.05896414342629482,6.61585797142453
2024-01-02,Google,Search Network,2218.7,15953.2,0.10537870472008781,0.0605654761904762,7.190336683643576
2024-01-03,Google,Search Network,2687.6,14283.2,0.0970191226096738,0.0577536231884058,5.314481321625243
2024-01-04,Google,Search Network,2301.5,16244.5,0.1114610093643822,0.05650557620817844,7.058222898109928
2024-01-05,Google,Search Network,2108.2,15785.3,0.10980532878801472,0.06968954248366013,7.487572336590457
2024-01-06,Google,Search Network,1284.2,9613.6,0.11349428756197456,0.06049382716049383,7.486061361158698
2024-01-07,Google,Search Network,1322.6,10766.4,0.1031968031968032,0.057212003872216845,8.140329653712385
2024-01-08,Google,Search Network,1944.7,23775.9,0.10853172922138439,0.0975800156128025,12.225998868720112
2024-01-09,Google,Search Network,2018.5,18460.7,0.11576723303107668,0.07346007604562738,9.145751795888035
2024-01-10,Google,Search Network,2463.9,23157.800000000003,0.11864705364220911,0.08648849294729027,9.398839238605463
2024-01-11,Google,Search Network,2012.0,24628.5,0.11733596271064897,0.09923605805958748,12.240805168986084
2024-01-12,Google,Search Network,1682.0,14535.1,0.12399917881338535,0.07036423841059603,8.641557669441141
2024-01-13,Google,Search Network,1073.9,9450.6,0.1181083363493787,0.06179775280898876,8.800260731911724
2024-01-14,Google,Search Network,1236.2,11371.1,0.11681874507153317,0.06509161041465766,9.198430674648115
2024-01-15,Google,Search Network,2131.9,22391.0,0.1158231128001382,0.08612975391498881,10.502837844176556
2024-01-16,Google,Search Network,1885.3,15823.5,0.11889734546129571,0.07619047619047618,8.393093937304409
2024-01-17,Google,Search Network,2056.4,17546.9,0.11539916761256148,0.07311475409836064,8.53282435323867
2024-01-18,Google,Search Network,2306.9,17702.5,0.11391182153521869,0.0858905165767155,7.673717976505267
2024-01-19,Google,Search Network,1853.4,10488.1,0.11491160645657186,0.06672240802675584,5.658843207078882
2024-01-20,Google,Search Network,951.9,9245.0,0.11982982746395651,0.06735700197238659,9.712154638092237
2024-01-21,Google,Search Network,1012.3,11310.3,0.1173758865248227,0.06888217522658611,11.172873654055122
2024-01-22,Google,Search Network,2176.6,21210.2,0.10504407443682665,0.08616938616938617,9.744647615547185
2024-01-23,Google,Search Network,2275.6000000000004,34892.2,0.10022172949002217,0.09948377581120944,15.333186851819297
2024-01-24,Google,Search Network,3972.0,33960.9,0.06713064227480613,0.07920616113744075,8.550075528700907
2024-01-25,Google,Search Network,3377.6,27104.4,0.07753637632051026,0.07320051413881748,8.024751302700142
2024-01-26,Google,Search Network,2845.5,18176.5,0.07884031398613418,0.0755813953488372,6.387805306624495
2024-01-27,Google,Search Network,1552.3,11207.6,0.08245991531894219,0.05614478114478115,7.219996134767764
2024-01-28,Google,Search Network,1501.2,11938.9,0.08050390730261385,0.05481171548117155,7.952904343192112
2024-01-29,Google,Search Network,3222.7,36255.8,0.07424051770627359,0.07857142857142858,11.25013187699755
2024-01-30,Google,Search Network,3063.0,19696.8,0.07317656055826403,0.07028086218158067,6.430558276199804
2024-01-31,Google,Search Network,3125.0,23611.0,0.06855543896467296,0.06766581632653061,7.55552
2024-02-01,Google,Search Network,3270.8,24714.6,0.07341772151898734,0.07586206896551724,7.5561330561330555
2024-02-02,Google,Search Network,3221.2,25194.9,0.07333177241863732,0.07343550446998723,7.82158822798957
2024-02-03,Google,Search Network,1511.9,11166.0,0.06380631996911708,0.04658599827139153,7.385409087902639
2024-02-04,Google,Search Network,1747.4,11533.8,0.08255641998328297,0.05023364485981308,6.600549387661668
2024-02-05,Google,Search Network,2655.8,25800.4,0.06202582728006457,0.07026675341574495,9.71473755553882
2024-02-06,Google,Search Network,2998.0,20241.1,0.08446596599350685,0.06905537459283388,6.751534356237491
2024-02-07,Google,Search Network,3066.8,21535.5,0.06972836740408848,0.05456110154905335,7.022140341724272
2024-02-08,Google,Search Network,3431.0,22368.5,0.0798946007755792,0.05706285003111388,6.519527834450598
2024-02-09,Google,Search Network,2417.7,15485.6,0.0797958421511266,0.06833073322932917,6.405095752161145
2024-02-10,Google,Search Network,1753.1,8935.3,0.08680677584873832,0.04753036437246964,5.096856996178198
2024-02-11,Google,Search Network,1625.6,15045.7,0.08141489439450413,0.07217235188509875,9.255474901574804
2024-02-12,Google,Search Network,3062.7000000000003,22459.6,0.06022020822410307,0.0640547263681592,7.3332680314754946
2024-02-13,Google,Search Network,3455.2,23405.5,0.06710484886649874,0.0703225806451613,6.773992822412596
2024-02-14,Google,Search Network,3088.2,23804.1,0.07423992458166391,0.07466666666666666,7.708082378084321
2024-02-15,Google,Search Network,2844.6,21155.6,0.07210516141503963,0.07205093833780161,7.4371089081065875
2024-02-16,Google,Search Network,1995.6,19928.4,0.08341155960842161,0.08046623794212218,9.986169573060735
2024-02-17,Google,Search Network,1073.6,9330.0,0.08830637664993493,0.05789473684210526,8.690387481371088
2024-02-18,Google,Search Network,980.7,10361.7,0.09452984627670194,0.05607180570221753,10.565616396451514
2024-02-19,Google,Search Network,1922.6,23249.6,0.06614598399382894,0.0836734693877551,12.092791012171018
2024-02-20,Google,Search Network,1932.3,21991.300000000003,0.07135027924213164,0.07095830285296269,11.380893236039954
2024-02-21,Google,Search Network,2143.6,20116.9,0.06346410207579509,0.06961740435108776,9.384633327113269
2024-02-22,Google,Search Network,2479.4,21724.9,0.08184727937814358,0.07094972067039106,8.762160200048399
2024-02-23,Google,Search Network,2081.5,16332.1,0.07852138197632279,0.06530769230769232,7.846312755224598
2024-02-24,Google,Search Network,1284.6,11039.5,0.08349985726520126,0.05358974358974359,8.593725673361359
2024-02-25,Google,Search Network,1297.4,12555.0,0.06807526812664569,0.06792452830188679,9.677046400493294
2024-02-26,Google,Search Network,2869.2,29238.4,0.05439810906635151,0.09050279329608939,10.19043635856685
2024-02-27,Google,Search Network,2732.5,21041.7,0.05637054665577381,0.0759294265910523,7.7005306495882895
2024-02-28,Google,Search Network,3455.6000000000004,27646.0,0.06316833085475533,0.06446188340807175,8.00034726241463
2024-02-29,Google,Search Network,3126.2000000000003,23931.300000000003,0.05429044930027007,0.06500847936687394,7.655076450642953
2024-03-01,Google,Search Network,2575.0,25536.7,0.0653019793605143,0.0775259067357513,9.917165048543689
2024-03-02,Google,Search Network,1600.4,11031.5,0.06982543640897755,0.06193009118541033,6.892964258935266
2024-03-03,Google,Search Network,1750.1,15417.2,0.07095296436371384,0.055780780780780775,8.809325181418206
2024-03-04,Google,Search Network,3238.9,27874.9,0.07340009770395702,0.06228508042151969,8.606286084781871
2024-03-05,Google,Search Network,3246.8,32323.0,0.07334763111717683,0.0660287081339713,9.95534064309474
2024-03-06,Google,Search Network,3377.6,36595.9,0.06835480637136598,0.07566539923954373,10.834882756987211
2024-03-07,Google,Search Network,3266.3,21677.7,0.07683292095324912,0.06717514124293786,6.636775556440009
2024-03-08,Google,Search Network,3035.6,21878.9,0.08141718694482514,0.06433915211970075,7.207438397680854
2024-03-09,Google,Search Network,1877.8,11828.8,0.08157267232296346,0.0513256288239293,6.299286398977527
2024-03-10,Google,Search Network,1521.0,13088.7,0.074951992318771,0.05636509207365893,8.605325443786983
2024-03-11,Google,Search Network,3027.9,27028.0,0.07989572151510504,0.0762635956493922,8.926318570626506
2024-03-12,Google,Search Network,2791.0,27504.9,0.09583417457433205,0.08588483146067416,9.854854890720173
2024-03-13,Google,Search Network,2265.6,22152.2,0.09720187518312336,0.08244159758854559,9.777630649717516
2024-03-14,Google,Search Network,2279.7,25605.5,0.08867163464825323,0.08550501156515035,11.231960345659518
2024-03-15,Google,Search Network,1964.3,16636.4,0.09145945945945946,0.07218282111899132,8.469378404520695
2024-03-16,Google,Search Network,1270.1,9601.8,0.0881483913328956,0.05502793296089386,7.559877175025589
2024-03-17,Google,Search Network,1529.4,14534.0,0.09264219316212384,0.0695578231292517,9.503073100562311
2024-03-18,Google,Search Network,2621.0,28480.9,0.0998070397232018,0.08233333333333333,10.866425028615033
2024-03-19,Google,Search Network,2619.4,22651.9,0.08383089077860201,0.08474820143884892,8.647743758112545
2024-03-20,Google,Search Network,2504.8,14673.4,0.09125198517734251,0.06453952139231327,5.85811242414564
2024-03-21,Google,Search Network,2769.2,22143.5,0.09574765701496712,0.08568298027757487,7.996352737252637
2024-03-22,Google,Search Network,2108.3,22529.4,0.08865797037364581,0.08187863674147963,10.686050372337903
2024-03-23,Google,Search Network,1330.0,9779.0,0.08358493564277769,0.051140684410646384,7.352631578947369
2024-03-24,Google,Search Network,1291.0,18488.2,0.09555173730431463,0.07562437562437561,14.320836560805578
2024-03-25,Google,Search Network,2097.8,23344.1,0.09642857142857143,0.09714506172839507,11.127895890933358
2024-03-26,Google,Search Network,2383.8,21152.4,0.09662152322702781,0.08116051243406179,8.873395419078781
2024-03-27,Google,Search Network,2323.3,29062.2,0.0908731205486679,0.09927431059506532,12.509017346016442
2024-03-28,Google,Search Network,2458.6000000000004,22272.9,0.09083665338645418,0.07476383265856949,9.059180021150247
2024-03-29,Google,Search Network,2070.2,17952.0,0.09899421873762572,0.062,8.67162592986185
2024-03-30,Google,Search Network,1332.4,12206.6,0.09136510211393765,0.06401960784313725,9.161362954067847
2024-03-31,Google,Search Network,1086.9,7039.6,0.08229048160788775,0.05679723502304147,6.476768791977182
2024-04-01,Google,Search Network,2394.5,30186.3,0.06515915179584979,0.09393728222996517,12.606514930048027
2024-04-02,Google,Search Network,2129.8,20865.1,0.08576406814661848,0.07426636568848759,9.796741478073058
2024-04-03,Google,Search Network,2329.0,26762.7,0.09114927344782034,0.08630434782608695,11.49106912838128
2024-04-04,Google,Search Network,2230.7,23744.4,0.08462497773026902,0.07305263157894737,10.644371721881026
2024-04-05,Google,Search Network,2000.4,22642.0,0.08945686900958466,0.08812111801242237,11.31873625274945
2024-04-06,Google,Search Network,1263.5,13571.9,0.09028108623153883,0.07291116974494284,10.741511673921647
2024-04-07,Google,Search Network,1318.6,21699.3,0.0901104027367439,0.09646246764452114,16.456317306233885
2024-04-08,Google,Search Network,2120.2,31335.300000000003,0.09336545348004427,0.1175732217573222,14.779407603056319
2024-04-09,Google,Search Network,2555.9,32801.3,0.09489446148295147,0.11064638783269963,12.83356156344145
2024-04-10,Google,Search Network,2627.4,30721.9,0.0886069055658425,0.09858635525507067,11.69289030981198
2024-04-11,Google,Search Network,2494.2,31420.2,0.08511396011396011,0.09976090854751941,12.597305749338467
2024-04-12,Google,Search Network,2399.3,26277.1,0.0788717402873869,0.09224021592442644,10.951985995915473
2024-04-13,Google,Search Network,1651.1,14987.1,0.08767670998143652,0.07964169381107492,9.077039549391316
2024-04-14,Google,Search Network,1389.3,19055.4,0.09134793910137393,0.07609756097560975,13.715828114877997
2024-04-15,Google,Search Network,2389.9,30854.0,0.09234373073603748,0.10353805073431241,12.910163605171764
2024-04-16,Google,Search Network,2042.1,26414.4,0.08888311350789423,0.08925438596491228,12.934919935360659
2024-04-17,Google,Search Network,2516.1000000000004,36599.1,0.09170408886787994,0.10618556701030929,14.545963991892211
2024-04-18,Google,Search Network,2558.8,21356.5,0.0831526081497546,0.0727522306108442,8.346295138346099
2024-04-19,Google,Search Network,2292.5,17335.6,0.07804794127766945,0.0754592211609111,7.561875681570338
2024-04-20,Google,Search Network,1280.8000000000002,14392.9,0.08301594018902525,0.07578589634664401,11.237429731417862
2024-04-21,Google,Search Network,1252.1,13350.6,0.08143299043234299,0.071113074204947,10.662566887628785
2024-04-22,Google,Search Network,2286.6,34759.1,0.07115112187542841,0.10115606936416185,15.201215778885683
2024-04-23,Google,Search Network,2668.6000000000004,39116.2,0.0810796700428109,0.10154539600772697,14.657947987708908
2024-04-24,Google,Search Network,2747.6000000000004,30979.3,0.08319485392656124,0.07815721649484536,11.275040034939583
2024-04-25,Google,Search Network,2539.0,29035.0,0.07434091151670402,0.0972002871500359,11.435604568727845
2024-04-26,Google,Search Network,2387.1000000000004,19040.9,0.07468398469210252,0.08532608695652175,7.976582464077751
2024-04-27,Google,Search Network,1517.1,17015.8,0.08262930146301257,0.07339983374896093,11.216004218574913
2024-04-28,Google,Search Network,1386.8,13129.5,0.06246599194689302,0.06707317073170732,9.467479088549178
2024-04-29,Google,Search Network,3463.5,32178.4,0.0883629944176726,0.0900107991360691,9.290717482315577
2024-04-30,Google,Search Network,3104.5,34012.4,0.07473070017953322,0.10156156156156156,10.955838299243036
2024-05-01,Google,Search Network,2756.9,29379.2,0.07527624309392265,0.09311926605504586,10.656607058652835
2024-05-02,Google,Search Network,2746.4,26345.7,0.0769437573932681,0.08581411600279525,9.592812408971744
2024-05-03,Google,Search Network,2502.2,26346.1,0.07596491228070175,0.09122401847575058,10.5291743265926
2024-05-04,Google,Search Network,1707.3000000000002,15236.0,0.07679881537322475,0.06310254163014899,8.924032097463831
2024-05-05,Google,Search Network,1428.6,13054.0,0.07180197770359639,0.06149122807017544,9.137617247655047
2024-05-06,Google,Search Network,3397.8,29502.0,0.07152508782992523,0.08658690176322419,8.682677026311142
2024-05-07,Google,Search Network,2840.4,23972.8,0.07281669292842477,0.07337704918032788,8.439938036896212
2024-05-08,Google,Search Network,3026.1,36698.0,0.0749439576115753,0.08626784500339905,12.127160371435181
2024-05-09,Google,Search Network,2834.8,23631.300000000003,0.07842340511986998,0.07757216876387861,8.336143643290532
2024-05-10,Google,Search Network,2361.1,16409.4,0.08446066852766444,0.09194915254237288,6.949896234805812
2024-05-11,Google,Search Network,1282.9,11206.7,0.0813624186758515,0.06114769520225776,8.735443136643543
2024-05-12,Google,Search Network,1459.3000000000002,11094.5,0.07785536559916527,0.07711340206185567,7.60261769341465
2024-05-13,Google,Search Network,2484.3,27027.1,0.08019630139445807,0.09238805970149254,10.879161131908383
2024-05-14,Google,Search Network,2660.7,23308.6,0.08078058949562801,0.07878136200716847,8.760326229939489
2024-05-15,Google,Search Network,2607.4,18930.8,0.08165121965087849,0.07200557103064067,7.2604126716269075
2024-05-16,Google,Search Network,2726.8,24686.3,0.0867817158409105,0.07761938702779758,9.053212556843185
2024-05-17,Google,Search Network,2476.7,17935.699999999997,0.08109521008952493,0.07461724415793715,7.241773327411474
2024-05-18,Google,Search Network,1477.8,11907.0,0.08320939334637965,0.07554092191909689,8.057247259439707
2024-05-19,Google,Search Network,1278.0,12030.9,0.08915766738660907,0.06802325581395349,9.413849765258215
2024-05-20,Google,Search Network,2402.9,25915.1,0.09265343671967408,0.08304964539007091,10.784926547088933
2024-05-21,Google,Search Network,2573.5,24666.4,0.08715104921545151,0.08893709327548807,9.58476782591801
2024-05-22,Google,Search Network,2342.2,23705.9,0.08235895469938023,0.06858029480217223,10.121210827427207
2024-05-23,Google,Search Network,2304.6,14617.9,0.08013711920315633,0.05092816787732042,6.342922849952269
2024-05-24,Google,Search Network,1723.8000000000002,11783.2,0.09207560256632565,0.0480225988700565,6.835595776772247
2024-05-25,Google,Search Network,1286.1,5633.1,0.09219066937119676,0.03322332233223323,4.379986004198741
2024-05-26,Google,Search Network,2021.3,4960.2,0.05668641027780095,0.023693892568064756,2.4539652698758223
2024-05-27,Google,Search Network,2860.9,13886.7,0.05920050017584307,0.03914191419141914,4.8539620399175085
2024-05-28,Google,Search Network,2727.6,24119.5,0.06303762847942124,0.09482155353393981,8.842755536002347
2024-05-29,Google,Search Network,1698.9,26204.2,0.09158064210626006,0.11034126163391934,15.424215668962269
2024-05-30,Google,Search Network,1243.6,12375.8,0.1037191604271511,0.08201183431952662,9.951592151817305
2024-05-31,Google,Search Network,1006.3,19114.3,0.0967425912319373,0.09987341772151899,18.994633807015802
2024-06-01,Google,Search Network,1028.2,7507.4,0.09063345966432051,0.056511350059737155,7.3014977630811115
2024-06-02,Google,Search Network,1204.1,10022.2,0.09925112331502746,0.06790744466800805,8.323395066854914
2024-06-03,Google,Search Network,3595.0,23561.6,0.08505385996409336,0.07988126649076517,6.553991655076495
2024-06-04,Google,Search Network,3141.2,25324.1,0.08680777036822267,0.09098196392785571,8.061919011842608
2024-06-05,Google,Search Network,3153.1000000000004,26240.800000000003,0.083125,0.08135338345864662,8.322222574609114
2024-06-06,Google,Search Network,2710.8,21811.1,0.08776420683098077,0.07450000000000001,8.04600118046333
2024-06-07,Google,Search Network,2067.4,17695.3,0.08959016393442623,0.08298261665141812,8.559204798297378
2024-06-08,Google,Search Network,1077.9,10237.3,0.09073396262762473,0.06751592356687898,9.497448742926059
2024-06-09,Google,Search Network,1237.4,9518.4,0.09073525193613156,0.06417281348788198,7.6922579602392105
2024-06-10,Google,Search Network,3105.4,23378.3,0.09261520663281701,0.07709923664122137,7.528273330327815
2024-06-11,Google,Search Network,2937.3,20921.3,0.08633369572168574,0.08422222222222223,7.122629625846866
2024-06-12,Google,Search Network,2672.9,26350.800000000003,0.0899808971740992,0.09004392386530015,9.858505742826145
2024-06-13,Google,Search Network,3363.9,23899.9,0.08368411132751147,0.08295795795795796,7.104818811498559
2024-06-14,Google,Search Network,2719.3,18699.0,0.08205682323778046,0.06893880712625872,6.876402015224506
2024-06-15,Google,Search Network,1287.5,11960.9,0.08204786125239723,0.07164634146341463,9.290019417475728
2024-06-16,Google,Search Network,1151.5,19854.800000000003,0.0874141876430206,0.09821989528795812,17.242553191489364
2024-06-17,Google,Search Network,3142.3,32543.9,0.07826702226092636,0.09360222531293465,10.356713235528117
2024-06-18,Google,Search Network,3144.3,28224.6,0.07811322941415078,0.09688427299703263,8.976433546417326
2024-06-19,Google,Search Network,3068.7,25304.5,0.07327108719734135,0.08351331893448524,8.245999934825823
2024-06-20,Google,Search Network,3047.5,18587.8,0.07612399692206222,0.0696028880866426,6.099360131255127
2024-06-21,Google,Search Network,2436.2,16357.2,0.07647769930648343,0.0713810316139767,6.714227074952796
2024-06-22,Google,Search Network,1053.3,11144.5,0.07343018178931492,0.06724324324324325,10.580556346719833
2024-06-23,Google,Search Network,1124.6,11410.2,0.07408260402272378,0.07585492227979275,10.146007469322427
2024-06-24,Google,Search Network,2434.4,20319.1,0.08332840149138901,0.07876420454545455,8.34665626026947
2024-06-25,Google,Search Network,2911.0,23339.6,0.07797029702970297,0.081859410430839,8.017725867399518
2024-06-26,Google,Search Network,3569.8,22573.800000000003,0.07360146449146611,0.07125091441111925,6.3235475376771815
2024-06-27,Google,Search Network,2762.0,18018.4,0.0825090618664373,0.06559940431868949,6.523678493845041
2024-06-28,Google,Search Network,2400.8,18638.8,0.0767612368504941,0.0776578073089701,7.763578807064311
2024-06-29,Google,Search Network,1316.0,11321.9,0.07484508807352225,0.054790697674418604,8.603267477203648
2024-06-30,Google,Search Network,1115.1,8766.1,0.07809793733270351,0.06018145161290323,7.861268047708727
2024-01-01,Google,YouTube,115.2,0.0,0.00022092734252022867,0.0,0.0
2024-01-02,Google,YouTube,120.2,0.0,0.00010847163466753444,0.0,0.0
2024-01-03,Google,YouTube,120.6,0.0,8.235649380953688e-05,0.0,0.0
2024-01-04,Google,YouTube,120.0,0.0,0.0,,0.0
2024-01-05,Google,YouTube,120.5,0.0,5.4531573781219325e-05,0.0,0.0
2024-01-06,Google,YouTube,120.1,0.0,2.6351155498168594e-05,0.0,0.0
2024-01-07,Google,YouTube,119.3,0.0,0.00010422094841063054,0.0,0.0
2024-01-08,Google,YouTube,119.6,0.0,0.0001296243486376481,0.0,0.0
2024-01-09,Google,YouTube,119.6,0.0,7.81820077139581e-05,0.0,0.0
2024-01-10,Google,YouTube,118.1,0.0,2.7053349204631533e-05,0.0,0.0
2024-01-11,Google,YouTube,119.2,0.0,2.6124666910496892e-05,0.0,0.0
2024-01-12,Google,YouTube,118.4,0.0,0.0001033458209533652,0.0,0.0
2024-01-13,Google,YouTube,119.0,0.0,7.801326225458328e-05,0.0,0.0
2024-01-14,Google,YouTube,118.1,0.0,5.1188861303780296e-05,0.0,0.0
2024-01-15,Google,YouTube,69.6,0.0,8.635205733776608e-05,0.0,0.0
2024-01-16,Google,YouTube,72.3,0.0,0.0,,0.0
2024-01-17,Google,YouTube,72.4,113.7,8.738967054094207e-05,0.4,1.570441988950276
2024-01-18,Google,YouTube,72.1,0.0,8.805917576611483e-05,0.0,0.0
2024-01-19,Google,YouTube,72.1,0.0,8.863676653075696e-05,0.0,0.0
2024-01-20,Google,YouTube,71.5,0.0,4.6193643754619364e-05,0.0,0.0
2024-01-21,Google,YouTube,71.1,0.0,0.0,,0.0
2024-01-22,Google,YouTube,70.8,0.0,4.613184481247405e-05,0.0,0.0
2024-01-23,Google,YouTube,70.1,0.0,4.766898655734579e-05,0.0,0.0
2024-01-24,Google,YouTube,69.8,0.0,4.751270964983133e-05,0.0,0.0
2024-01-25,Google,YouTube,69.5,0.0,4.7087630079578097e-05,0.0,0.0
2024-01-26,Google,YouTube,69.2,0.0,4.716091303527636e-05,0.0,0.0
2024-01-27,Google,YouTube,68.5,0.0,9.759906304899473e-05,0.0,0.0
2024-01-28,Google,YouTube,67.4,0.0,0.00020006001800540162,0.0,0.0
2024-01-29,Google,YouTube,66.3,0.0,0.00015432098765432098,0.0,0.0
2024-01-30,Google,YouTube,64.0,0.0,0.00010483828694239136,0.0,0.0
2024-01-31,Google,YouTube,61.4,0.0,0.00016260162601626016,0.0,0.0
2024-02-01,Google,YouTube,72.8,0.0,0.0001932273803197913,0.0,0.0
